num,pron,char,main_mean,tot_stk,main_elem,disused,rad_stk,rad,rad_elem,detail_mean,meaning,stk_info,rad_id,no_rad_stk,rad_mean
3122,영,泳,헤엄칠,9,水,FALSE,4,水,水,헤엄치다,헤엄칠 【영】,총 9획 (부 5획),85,5,물수
3123,영,詠,읊을,12,金,FALSE,7,言,金,읊다; (읊는) 시가; 노래하다,읊을 【영】,총 12획 (부 5획),149,5,말씀언
3124,영,營,경영할,17,火,TRUE,4,火(灬),火,경영(하다); 짓다; 꾀하다; 다스리다; 진영; 집; 갈다; 두려워하다; 오락가락하다; 재다; 현혹하(게 하)다; 별 이름; 고을 이름; 변명하다,경영할 【영】,총 17획 (부 13획),86,13,불화
3125,영,影,그림자,15,火,FALSE,3,彡,火,그림자; 빛; 모습,그림자 【영】,총 15획 (부 12획),59,12,터럭삼
3126,영,映,비칠,9,火,FALSE,4,日,火,"비치다, 반사하다(反射--); 비추다; 덮다, 덮어 가리다; 햇빛, 햇살; 미시(未時: 지금의 오후 두 시 경)",비칠 【영】,총 9획 (부 5획),72,5,날일
3127,영,暎,비칠,13,火,FALSE,4,日,火,"비치다, 반사하다(反射--); 비추다; 덮다, 덮어 가리다; 햇빛, 햇살; 미시(未時: 지금의 오후 두 시 경)",비칠 【영】,총 13획 (부 9획),72,9,날일
3128,영,渶,물맑을,13,水,FALSE,4,水,水,물이 맑다,물맑을 【영】,총 13획 (부 9획),85,9,물수
3129,영,煐,빛날,13,火,FALSE,4,火(灬),火,빛나다; 사람 이름,빛날 【영】,총 13획 (부 9획),86,9,불화
3130,영,瑛,옥빛,14,金,FALSE,5,玉(王),金,옥빛; 투명한 옥; 수정; 패옥(佩玉: 허리띠에 차는 옥),옥빛 【영】,총 14획 (부 9획),96,9,구슬옥
3131,영,瑩,옥돌,15,金,FALSE,5,玉(王),金,옥돌; 빛; 맑다; 밝다; 빛나다,옥돌 【영】,총 15획 (부 10획),96,10,구슬옥
3132,영,瀯,물소리,21,水,FALSE,4,水,水,물 졸졸 흐르다; 물소리; 물이 돌아 흐르는 모양,물소리 【영】,총 21획 (부 17획),85,17,물수
3133,영,濚,물이졸졸흐를,18,水,TRUE,4,水,水,물이 졸졸 흐르다; 물이 돌아나가다; 물이 졸졸 흐르는 모양; 물이 돌아 흐르는 모양; 소용돌이 치는 모양; 실개천 모양; 물소리; 물 바자울(바자로 만든 울타리),물이졸졸흐를 【영】,총 18획 (부 14획),85,14,물수
3134,영,盈,찰,9,金,FALSE,5,皿,金,차다; 충만하다; 남다,찰 【영】,총 9획 (부 4획),108,4,그릇명
3135,영,楹,기둥,13,木,FALSE,4,木,木,(둥글고 큰) 기둥,기둥 【영】,총 13획 (부 9획),75,9,나무목
3136,영,鍈,방울소리,17,金,FALSE,8,金,金,방울 소리,방울소리 【영】,총 17획 (부 9획),167,9,쇠금
3137,영,嬰,갓난아이,17,土,FALSE,3,女,土,갓난아이; 두르다; 빙 둘러치다; 목에 걸다,갓난아이 【영】,총 17획 (부 14획),38,14,계집녀
3138,영,穎,이삭,16,木,TRUE,5,禾,木,(벼의) 이삭; 끝; 빼어나다; (쇠로 만든) 고리; 경침(넘어져 잠이 깨도록 만든 둥근 나무베개),이삭 【영】,총 16획 (부 11획),115,11,벼화
3139,영,瓔,옥돌,22,金,FALSE,5,玉(王),金,옥돌; 옥 비슷한 아름다운 돌의 한 가지; 구슬을 연결하여 만든 목걸이; 구슬 목걸이,옥돌 【영】,총 22획 (부 17획),96,17,구슬옥
3140,영,咏,읊을,8,水,FALSE,3,口,水,읊다 (詠과 同字); 노래하다; 시가를 짓다; 시가; 노래의 가사,읊을 【영】,총 8획 (부 5획),30,5,입구
3141,영,塋,무덤,13,土,FALSE,3,土,土,무덤(뫼); 산소,무덤 【영】,총 13획 (부 10획),32,10,흙토
3142,영,嶸,가파를,17,土,FALSE,3,山,土,가파르다,가파를 【영】,총 17획 (부 14획),46,14,뫼산
3143,영,潁,강이름,15,水,FALSE,4,水,水,강이름; 河南省 登封縣에서 발원 淮水로 흘러들어가는 강,강이름 【영】,총 15획 (부 11획),85,11,물수
3144,영,纓,갓끈,23,木,FALSE,6,糸,木,갓끈; 노 새끼; 가슴걸이(말 가슴에 걸어 안장에 매는 가죽 끈); 감다,갓끈 【영】,총 23획 (부 17획),120,17,실사
3145,영,霙,진눈깨비,17,水,FALSE,8,雨,水,진눈깨비; 눈; 눈꽃; 싸라기,진눈깨비 【영】,총 17획 (부 9획),173,9,비우
3146,영,嬴,찰,16,土,FALSE,3,女,土,차다; 가득 차다; 남다; 나타나다; 펴다; 끝; 풀다; 이기다; 바구니; 성(姓)의 하나,찰 【영】,총 16획 (부 13획),38,13,계집녀
3147,영,蠑,영원,20,水,FALSE,6,虫,水,영원(蠑螈: 도롱뇽과에 속하는 양서류),영원 【영】,총 20획 (부 14획),142,14,벌레충
3148,영,朠,달빛,13,水,FALSE,4,月,水,달빛,달빛 【영】,총 13획 (부 9획),74,9,달월
3149,영,浧,거침없이흐를,11,水,FALSE,4,水,水,거침없이 흐르다; 통하다(通--); 남다; 가라앉다; 나머지; 앙금(녹말 따위의 아주 잘고 부드러운 가루가 물에 가라앉아 생긴 층),거침없이흐를 【영】,총 11획 (부 7획),85,7,물수
3150,영,䀴,똑바로볼,12,木,FALSE,5,目,木,똑바로 보다,똑바로볼 【영】,총 12획 (부 7획),109,7,눈목
3151,영,栐,나무이름,9,木,FALSE,4,木,木,나무 이름,나무이름 【영】,총 9획 (부 5획),75,5,나무목
3152,예,藝,재주,21,木,FALSE,6,艸(艹),木,재주; 기예(技藝); 법도(法度); 학문(學問); 법(法); 글; 과녁; 심다; 재주가 있다; 나누다; 극진하다(極盡--),재주 【예】,총 21획 (부 15획),140,15,풀초
3153,예,埶,재주,11,土,FALSE,3,土,土,재주; 기예(技藝); 법도(法度); 학문(學問); 법(法); 글; 과녁; 심다; 재주가 있다; 나누다; 극진하다(極盡--),재주 【예】,총 11획 (부 8획),32,8,흙토
3154,예,芸,재주,10,木,FALSE,6,艸(艹),木,재주; 기예(技藝); 법도(法度); 학문(學問); 법(法); 글; 과녁; 심다; 재주가 있다; 나누다; 극진하다(極盡--),재주 【예】,총 10획 (부 4획),140,4,풀초
3155,예,豫,미리,16,水,FALSE,7,豕,水,미리; 미리하다; 기뻐하다; 놀다; 즐기다; 싫어하다; 참여하다; 땅이름,미리 【예】,총 16획 (부 9획),152,9,돼지시
3156,예,譽,기릴,21,金,FALSE,7,言,金,기리다; 명예; 즐기다(豫),기릴 【예】,총 21획 (부 14획),149,14,말씀언
3157,예,銳,날카로울,15,金,FALSE,8,金,金,날카롭다; 빠르다; 날래다; 날카롭게 하다; 날래게 하다; 작다; 창(의 일종),날카로울 【예】,총 15획 (부 7획),167,7,쇠금
3158,예,叡,밝을,16,水,FALSE,2,又,水,"(사리에)밝다 ; 밝게 하다, 통달하다(通達--) ; 슬기롭다 ; 임금의 언행(言行)",밝을 【예】,총 16획 (부 14획),29,14,또우
3159,예,睿,슬기,14,木,FALSE,5,目,木,"슬기; 임금의 언행(言行), 성인(聖人)의 언행(言行); 슬기롭다, 총명하다(聰明--); 통하다(通--); 깊고 밝다; 사리(事理)에 밝다; 너그럽다",슬기 【예】,총 14획 (부 9획),109,9,눈목
3160,예,䜭,밝을,12,水,FALSE,7,谷,水,밝다,밝을 【예】,총 12획 (부 5획),150,5,골곡
3161,예,壡,밝을,19,水,FALSE,2,又,水,(사리에)밝다; 어질다; 성인(聖人),밝을 【예】,총 19획 (부 17획),29,17,또우
3162,예,預,미리,13,火,FALSE,9,頁,火,미리(先); 즐기다; 놀다; 참여하다; 관계하다; (韓) 맡기다,미리 【예】,총 13획 (부 4획),181,4,머리혈
3163,예,芮,나라,10,木,FALSE,6,艸(艹),木,풀이 뾰쪽하다; 물가(水涯); 방패끈(방패의 뒤쪽에 다는 끈); 나라 이름,나라 【예】,총 10획 (부 4획),140,4,풀초
3164,예,乂,벨,2,金,FALSE,1,丿,金,베다 깎다; 다스리다; 다스려지다; 평온하다; 어진 이; 적적(쓸쓸)하다,벨 【예】,총 2획 (부 1획),4,1,삐침별
3165,예,倪,어린아이,10,火,FALSE,2,人(亻),火,어린 아이; 끝; 나누다; 눈을 흘기다,어린아이 【예】,총 10획 (부 8획),9,8,사람인
3166,예,刈,벨,4,金,FALSE,2,刀(刂),金,베다; 낫,벨 【예】,총 4획 (부 2획),18,2,칼도
3167,예,曳,끌,6,火,FALSE,4,日,火,끌다; 당기다(引); 고달프다; 끌리다,끌 【예】,총 6획 (부 2획),72,2,날일
3168,예,汭,물굽이,8,水,FALSE,4,水,水,물굽이; 굽어 흐르는 강의 안쪽 부분; 합수(合水); 어귀,물굽이 【예】,총 8획 (부 4획),85,4,물수
3169,예,濊,물깊고넓을,17,水,TRUE,4,水,水,물이 깊고 넓은 모양; 깊다; 더럽다,물깊고넓을 【예】,총 17획 (부 13획),85,13,물수
3170,예,猊,사자,12,土,FALSE,4,犬(犭),土,사자; 부처가 앉는 사리(전하여 고승이 앉는 자리),사자 【예】,총 12획 (부 8획),94,8,개견
3171,예,穢,더러울,18,木,TRUE,5,禾,木,거칠다; 잡초; 더럽히다; 더러워지다; 더럽다,더러울 【예】,총 18획 (부 13획),115,13,벼화
3172,예,裔,후손,13,木,FALSE,6,衣,木,(옷)자락; 가 끝; 변경; 예(후손),후손 【예】,총 13획 (부 7획),145,7,옷의
3173,예,詣,이를,13,金,FALSE,7,言,金,이르다; 도달하다; 나아가다,이를 【예】,총 13획 (부 6획),149,6,말씀언
3174,예,霓,무지개,16,水,TRUE,8,雨,水,무지개,무지개 【예】,총 16획 (부 8획),173,8,비우
3175,예,堄,성가퀴,11,土,FALSE,3,土,土,성가퀴(성 위에 낮게 쌓은 담),성가퀴 【예】,총 11획 (부 8획),32,8,흙토
3176,예,橤,꽃술,16,木,FALSE,4,木,木,꽃술; 드리우다; 축 늘어지다,꽃술 【예】,총 16획 (부 12획),75,12,나무목
3177,예,玴,옥돌,10,金,FALSE,5,玉(王),金,옥돌,옥돌 【예】,총 10획 (부 5획),96,5,구슬옥
3178,예,嫕,유순할,14,土,FALSE,3,女,土,유순하다(柔順--),유순할 【예】,총 14획 (부 11획),38,11,계집녀
3179,예,蓺,심을,17,木,FALSE,6,艸(艹),木,심다; 다하다; 끝나다; 과녁; 과녁을 맞히다,심을 【예】,총 17획 (부 11획),140,11,풀초
3180,예,蕊,꽃술,18,木,FALSE,6,艸(艹),木,꽃술; 향초 이름; 초목(草木)이 더부룩 나는 모양,꽃술 【예】,총 18획 (부 12획),140,12,풀초
3181,예,蘂,꽃술,22,木,FALSE,6,艸(艹),木,꽃술; 향초 이름; 초목(草木)이 더부룩 나는 모양,꽃술 【예】,총 22획 (부 16획),140,16,풀초
3182,예,艾,다스릴,8,木,FALSE,6,艸(艹),木,다스리다; 다스려지다; 징계하다(懲戒--); 베다; 낫(풀 따위를 베는 기구(器具)),다스릴 【예】,총 8획 (부 2획),140,2,풀초
3183,예,㙯,재주,15,土,FALSE,3,土,土,재주; 기예(技藝); 법도(法度); 학문(學問); 법(法); 글; 과녁; 심다; 재주가 있다; 나누다; 극진하다(極盡--),재주 【예】,총 15획 (부 12획),32,12,흙토
3184,예,羿,사람이름,9,火,TRUE,6,羽,火,사람 이름; (한나라 때의 제후로)궁술의 명인; (날개로 바람을 일으키며)날아오르다,사람이름 【예】,총 9획 (부 3획),124,3,깃우
3185,예,瘱,고요할,16,水,FALSE,5,疒,水,고요하다; 편안하다(便安--); 자세하다(仔細ㆍ子細--); 그윽하다,고요할 【예】,총 16획 (부 11획),104,11,병질안역
3186,예,郳,나라이름,15,土,FALSE,7,邑(⻏),土,나라 이름; 소주(小邾),나라이름 【예】,총 15획 (부 8획),163,8,고을읍
3187,예,䢃,다스릴,15,金,FALSE,7,辛,金,다스리다; 편안하다(便安--),다스릴 【예】,총 15획 (부 8획),160,8,매울신
3188,예,帠,법,9,木,FALSE,3,巾,木,"법(法), 법도(法度); 법칙(法則)",법 【예】,총 9획 (부 6획),50,6,수건건
3189,예,淣,물가,12,水,FALSE,4,水,水,물가,물가 【예】,총 12획 (부 8획),85,8,물수
3190,예,兒,다시난이,8,木,FALSE,2,儿,木,다시 난 이; 성(姓)의 하나,다시난이 【예】,총 8획 (부 6획),10,6,어진사람인
3191,오,五,다섯,4,木,FALSE,2,二,木,다섯; 다섯번; 다섯번 하다,다섯 【오】,총 4획 (부 2획),7,2,두이
3192,오,吾,나,7,水,FALSE,3,口,水,나; 우리 ↔汝; 글 읽는 소리,나 【오】,총 7획 (부 4획),30,4,입구
3193,오,悟,깨달을,11,火,FALSE,4,心,火,깨닫다(覺); 깨달음; 슬기롭다; 깨우치다,깨달을 【오】,총 11획 (부 7획),61,7,마음심
3194,오,午,낮,4,水,FALSE,2,十,水,일곱째 지지(정오 정남 말 음력 5월); 낮; 가로 세로 엇걸리다; 거슬리다,낮 【오】,총 4획 (부 2획),24,2,열십
3195,오,誤,그릇할,14,金,FALSE,7,言,金,그릇하다 잘못하다; 그릇 잘못; 의혹하(게하)다,그릇할 【오】,총 14획 (부 7획),149,7,말씀언
3196,오,烏,까마귀,10,火,FALSE,4,火(灬),火,까마귀; 검다; 아(탄식하는 소리); 어찌(하여),까마귀 【오】,총 10획 (부 6획),86,6,불화
3197,오,汚,더러울,7,水,TRUE,4,水,水,괸 물; 낮다; 더럽다; 더럽히다; (물에) 빨다; 굽히다,더러울 【오】,총 7획 (부 3획),85,3,물수
3198,오,嗚,탄식할,13,水,FALSE,3,口,水,오호라(탄식 소리); 탄식하다; 애달파 하다; 노래 소리,탄식할 【오】,총 13획 (부 10획),30,10,입구
3199,오,娛,즐거워할,10,土,FALSE,3,女,土,즐거워하다; 즐거움,즐거워할 【오】,총 10획 (부 7획),38,7,계집녀
3200,오,傲,거만할,13,火,FALSE,2,人(亻),火,거만하다; 거만; 업신여기다; 놀다,거만할 【오】,총 13획 (부 11획),9,11,사람인
3201,오,伍,다섯사람,6,火,FALSE,2,人(亻),火,다섯 사람; 항오; 다섯 집; 五(다섯 오); 섞이다; 섞다,다섯사람 【오】,총 6획 (부 4획),9,4,사람인
3202,오,吳,나라이름,7,水,TRUE,3,口,水,나라 이름; 오 나라; 땅 이름; 큰소리 하다(떠들다),나라이름 【오】,총 7획 (부 4획),30,4,입구
3203,오,旿,밝을,8,火,FALSE,4,日,火,밝다; 대낮처럼 밝다,밝을 【오】,총 8획 (부 4획),72,4,날일
3204,오,珸,옥돌,12,金,FALSE,5,玉(王),金,옥돌; 아름다운 돌,옥돌 【오】,총 12획 (부 7획),96,7,구슬옥
3205,오,晤,밝을,11,火,FALSE,4,日,火,밝다; 총명하다; 만나다,밝을 【오】,총 11획 (부 7획),72,7,날일
3206,오,奧,아랫목,13,木,FALSE,3,大,木,아랫목; 그윽하다; 쌓다,아랫목 【오】,총 13획 (부 10획),37,10,큰대
3207,오,俉,맞이할,9,火,FALSE,2,人(亻),火,맞이하다(迎),맞이할 【오】,총 9획 (부 7획),9,7,사람인
3208,오,塢,둑,13,土,FALSE,3,土,土,둑; 작은 성; 마을 촌락; 보루,둑 【오】,총 13획 (부 10획),32,10,흙토
3209,오,墺,물가,16,土,FALSE,3,土,土,물가; 언덕; 육지; 오스트리아(Austria)의 약칭,물가 【오】,총 16획 (부 13획),32,13,흙토
3210,오,寤,잠깰,14,木,FALSE,3,宀,木,(잠이) 깨다; 깨닫다(悟); 꿈,잠깰 【오】,총 14획 (부 11획),40,11,갓머리면
3211,오,惡,미워할,12,火,TRUE,4,心,火,미워하다; 헐뜯다; 부끄러워하다; 어찌(반어사); 허(탄식사),미워할 【오】,총 12획 (부 8획),61,8,마음심
3212,오,懊,한할,17,火,FALSE,4,心,火,"한하다(원통히 여기다, 불평을 품다); 괴로워하다; 뱃노래; 고기잡이하는 노래; 아끼다; 탐내다",한할 【오】,총 17획 (부 13획),61,13,마음심
3213,오,敖,거만할,11,金,FALSE,4,攴(攵),金,거만하다; (멋대로) 놀다 희롱하다; 시끄럽다,거만할 【오】,총 11획 (부 7획),66,7,둥글월문
3214,오,熬,볶을,15,火,FALSE,4,火(灬),火,볶다; 근심하는 소리,볶을 【오】,총 15획 (부 11획),86,11,불화
3215,오,澳,깊을,17,水,FALSE,4,水,水,깊다; 땅 이름,깊을 【오】,총 17획 (부 13획),85,13,물수
3216,오,獒,개,15,土,TRUE,4,犬(犭),土,개; 길이 잘 든 개; 키가 4척인 큰 개; 맹견,개 【오】,총 15획 (부 11획),94,11,개견
3217,오,筽,버들고리,13,木,FALSE,6,竹,木,(韓) (고리)버들(로 만든 옷 넣는) 고리; 조(곡식),버들고리 【오】,총 13획 (부 7획),118,7,대죽
3218,오,蜈,지네,13,水,FALSE,6,虫,水,지네,지네 【오】,총 13획 (부 7획),142,7,벌레충
3219,오,鼇,자라,24,土,FALSE,13,黽,土,자라; 바다거북(바다거북과의 하나); 가재(가잿과의 하나); 꽃게,자라 【오】,총 24획 (부 11획),205,11,맹꽁이맹
3220,오,鰲,자라,22,水,FALSE,11,魚,水,자라; 바다거북(바다거북과의 하나); 가재(가잿과의 하나); 꽃게,자라 【오】,총 22획 (부 11획),195,11,고기어
3221,오,梧,오동나무,11,木,FALSE,4,木,木,오동나무(오동과에 속하는 落葉喬木); 책상; 거문고; 버티다; 장대하다,오동나무 【오】,총 11획 (부 7획),75,7,나무목
3222,오,浯,강이름,11,水,FALSE,4,水,水,강 이름; 산 이름,강이름 【오】,총 11획 (부 7획),85,7,물수
3223,오,燠,불,17,火,TRUE,4,火(灬),火,(입김을)불다; 입김 부는 소리,불 【오】,총 17획 (부 13획),86,13,불화
3224,오,䫨,높고클,20,火,FALSE,9,頁,火,높고 크다; 굵다,높고클 【오】,총 20획 (부 11획),181,11,머리혈
3225,옥,玉,옥,5,金,FALSE,5,玉(王),金,옥; 사랑하다; (옥같이 아름다운 물건이 되도록) 이루다,옥 【옥】,총 5획 (부 0획),96,0,구슬옥
3226,옥,屋,집,9,水,FALSE,3,尸,水,집; 지붕; 수레의 뚜껑,집 【옥】,총 9획 (부 6획),44,6,주검시
3227,옥,獄,감옥,14,土,TRUE,4,犬(犭),土,감옥; 판결; 송사; 죄,감옥 【옥】,총 14획 (부 10획),94,10,개견
3228,옥,沃,물댈,8,水,TRUE,4,水,水,물을 대다; 관개하다; 계발하다; 기름지다(토지가 걸차다),물댈 【옥】,총 8획 (부 4획),85,4,물수
3229,옥,鈺,보배,13,金,FALSE,8,金,金,보배(보화); 굳은 쇠; 금,보배 【옥】,총 13획 (부 5획),167,5,쇠금
3230,온,溫,따뜻할,14,水,TRUE,4,水,水,따뜻하다; 따뜻해지다; 따뜻하게 하다; 부더럽다; 익히다; 온천; 싸다,따뜻할 【온】,총 14획 (부 10획),85,10,물수
3231,온,瑥,사람이름,15,金,FALSE,5,玉(王),金,사람 이름,사람이름 【온】,총 15획 (부 10획),96,10,구슬옥
3232,온,媼,할미,13,土,FALSE,3,女,土,할미; 어머니; 노모(老母); 토지의 신(神),할미 【온】,총 13획 (부 10획),38,10,계집녀
3233,온,穩,편안할,19,木,FALSE,5,禾,木,편안하다(便安--); 평온하다(平穩--),편안할 【온】,총 19획 (부 14획),115,14,벼화
3234,온,稳,편안할,14,木,FALSE,5,禾,木,편안하다(便安--); 평온하다(平穩--),편안할 【온】,총 14획 (부 9획),115,9,벼화
3235,온,瘟,염병,15,水,TRUE,5,疒,水,염병(돌림병),염병 【온】,총 15획 (부 10획),104,10,병질안역
3236,온,縕,헌솜,16,木,FALSE,6,糸,木,주홍빛; 헌 솜; 솜옷; 삼(엉클어진 대마); 삼베; 그윽하다(蘊),헌솜 【온】,총 16획 (부 10획),120,10,실사
3237,온,蘊,쌓을,22,木,FALSE,6,艸(艹),木,쌓다; 쌓이다; 모으다; 모이다; 속내; 마름; 온화하다,쌓을 【온】,총 22획 (부 16획),140,16,풀초
3238,온,昷,어질,9,火,FALSE,4,日,火,어질다; 온화하다(溫和--),어질 【온】,총 9획 (부 5획),72,5,날일
3239,온,榲,기둥,14,木,FALSE,4,木,木,기둥; 올발; 마르벨로(marmelo),기둥 【온】,총 14획 (부 10획),75,10,나무목
3240,온,馧,향기로울,19,木,FALSE,9,香,木,향기롭다(香氣--),향기로울 【온】,총 19획 (부 10획),186,10,향기향
3241,온,䭓,보리를서로먹을,19,水,FALSE,9,食(飠),水,보리를 서로 먹다; (밥이)쉬다,보리를서로먹을 【온】,총 19획 (부 10획),184,10,밥식
3242,온,醞,빚을,17,金,FALSE,7,酉,金,(술을)빚다; 거듭 빚다; 조화하다(調和--),빚을 【온】,총 17획 (부 10획),164,10,닭유
3243,올,兀,우뚝할,3,木,FALSE,2,儿,木,우뚝하다; 민둥민둥하다; 발뒤꿈치를 베다; 움직이지 아니하다; 무지하다; 위태롭다,우뚝할 【올】,총 3획 (부 1획),10,1,어진사람인
3244,올,杌,나무그루터기,7,木,TRUE,4,木,木,나무 그루터기; 등걸(줄기를 잘라 낸 나무의 밑동); 걸상; 완악하다; 수선하다; 위태하다(危殆--),나무그루터기 【올】,총 7획 (부 3획),75,3,나무목
3245,옹,翁,어르신,10,火,FALSE,6,羽,火,새의 목에 난 털; 늙은이(노인의 존칭); 어르신; 아버지; 장인; 시아버지,어르신 【옹】,총 10획 (부 4획),124,4,깃우
3246,옹,擁,낄,17,木,FALSE,4,手(扌),木,끼다(持); 안다(抱); 들다; 가리다(摭); 막다,낄 【옹】,총 17획 (부 13획),64,13,손수
3247,옹,雍,화락할,13,火,FALSE,8,隹,火,화락하다. 화목하다; 학교; 모으다; 막다(壅); 땅 이름,화락할 【옹】,총 13획 (부 5획),172,5,새추
3248,옹,壅,막을,16,土,FALSE,3,土,土,막다; 막히다; 북돋우다,막을 【옹】,총 16획 (부 13획),32,13,흙토
3249,옹,瓮,항아리,9,土,FALSE,5,瓦,土,항아리(=甕),항아리 【옹】,총 9획 (부 4획),98,4,기와와
3250,옹,甕,항아리,18,土,FALSE,5,瓦,土,항아리 독,항아리 【옹】,총 18획 (부 13획),98,13,기와와
3251,옹,癰,악창,23,水,TRUE,5,疒,水,악창(등창 발진 등의 악성 종기),악창 【옹】,총 23획 (부 18획),104,18,병질안역
3252,옹,邕,막을,10,土,FALSE,7,邑(⻏),土,막다(壅); 화락하다(雍),막을 【옹】,총 10획 (부 3획),163,3,고을읍
3253,옹,饔,아침밥,22,水,FALSE,9,食(飠),水,아침밥; 익은 음식; 요리하다; (죽인) 희생,아침밥 【옹】,총 22획 (부 13획),184,13,밥식
3254,와,瓦,기와,5,土,FALSE,5,瓦,土,기와; 질그릇; 실패; 방패의 등; gram의 略記(=克),기와 【와】,총 5획 (부 0획),98,0,기와와
3255,와,臥,누울,8,火,FALSE,6,臣,火,눕다; 누이다; 침실,누울 【와】,총 8획 (부 2획),131,2,신하신
3256,와,渦,소용돌이,13,水,TRUE,4,水,水,소용돌이(를 치다); 보조개,소용돌이 【와】,총 13획 (부 9획),85,9,물수
3257,와,窩,움집,14,水,FALSE,5,穴,水,움; 움(집); 굴,움집 【와】,총 14획 (부 9획),116,9,구멍혈
3258,와,窪,웅덩이,14,水,FALSE,5,穴,水,웅덩이; 맑은 물; 우묵하다,웅덩이 【와】,총 14획 (부 9획),116,9,구멍혈
3259,와,蛙,개구리,12,水,TRUE,6,虫,水,개구리(올챙이의 성충); 음란하다,개구리 【와】,총 12획 (부 6획),142,6,벌레충
3260,와,蝸,달팽이,15,水,FALSE,6,虫,水,달팽이(달팽이과에 속하는 연체동물),달팽이 【와】,총 15획 (부 9획),142,9,벌레충
3261,와,訛,그릇될,11,金,FALSE,7,言,金,그릇되다 잘못되다; 잘못 사투리; 속이다; 거짓; 변하다; 깨다,그릇될 【와】,총 11획 (부 4획),149,4,말씀언
3262,완,完,완전할,7,木,FALSE,3,宀,木,완전하(게하)다; 끝내다; 일을 완결짓다,완전할 【완】,총 7획 (부 4획),40,4,갓머리면
3263,완,緩,느슨할,15,木,TRUE,6,糸,木,느리다; 느슨하다; 느슨해지다; 부드럽다; 느즈러지다; 늦추다,느슨할 【완】,총 15획 (부 9획),120,9,실사
3264,완,玩,희롱할,9,金,FALSE,5,玉(王),金,희롱하다; 장난하다; 익히다; 사랑하다; 장난감,희롱할 【완】,총 9획 (부 4획),96,4,구슬옥
3265,완,垸,바를,10,土,FALSE,3,土,土,바르다; 잿물에 옻을 타서 바르다; 굴러가다; 회섞어 칠하다,바를 【완】,총 10획 (부 7획),32,7,흙토
3266,완,浣,빨,11,水,FALSE,4,水,水,빨다; 세탁하다; 씻다; 열흘 사이,빨 【완】,총 11획 (부 7획),85,7,물수
3267,완,莞,왕골,13,木,TRUE,6,艸(艹),木,왕골; 골풀; 왕골 자리; 웃다,왕골 【완】,총 13획 (부 7획),140,7,풀초
3268,완,琓,옥이름,12,金,FALSE,5,玉(王),金,옥 이름,옥이름 【완】,총 12획 (부 7획),96,7,구슬옥
3269,완,琬,서옥,13,金,FALSE,5,玉(王),金,서옥; 홀(琬圭: 옥으로 만든 끝이 뾰족하지 않은 홀); 옥의 한 가지,서옥 【완】,총 13획 (부 8획),96,8,구슬옥
3270,완,婠,점잖을,11,土,FALSE,3,女,土,점잖다; 아기 통통하다; 예쁘다; 좋은 모양,점잖을 【완】,총 11획 (부 8획),38,8,계집녀
3271,완,婉,아름다울,11,土,FALSE,3,女,土,순하다; 아름답다; 어여쁘다; 곡진하다; 간략하다,아름다울 【완】,총 11획 (부 8획),38,8,계집녀
3272,완,宛,굽을,8,木,FALSE,3,宀,木,굽(히)다; 완연히; 작은 모양; 나라 이름(大宛: 漢나라 때 서역 제국의 하나),굽을 【완】,총 8획 (부 5획),40,5,갓머리면
3273,완,梡,도마,11,木,FALSE,4,木,木,도마; 땔나무; 장작,도마 【완】,총 11획 (부 7획),75,7,나무목
3274,완,椀,주발,12,木,FALSE,4,木,木,주발(음식물을 담는 작은 그릇),주발 【완】,총 12획 (부 8획),75,8,나무목
3275,완,碗,주발,13,金,FALSE,5,石,金,#ERROR!,주발 【완】,총 13획 (부 8획),112,8,돌석
3276,완,翫,가지고놀,15,火,FALSE,6,羽,火,장난하다 가지고 놀다(=玩); 즐기다; 탐하다; 아끼다,가지고놀 【완】,총 15획 (부 9획),124,9,깃우
3277,완,脘,밥통,13,水,FALSE,6,肉(月),水,밥통(胃의 內腔),밥통 【완】,총 13획 (부 7획),130,7,고기육
3278,완,腕,팔목,14,水,FALSE,6,肉(月),水,팔목; 팔뚝; (韓) 팔,팔목 【완】,총 14획 (부 8획),130,8,고기육
3279,완,豌,완두,15,木,FALSE,7,豆,木,완두(콩과에 속하는 일년생 만초. 또 그 열매),완두 【완】,총 15획 (부 8획),151,8,콩두
3280,완,阮,악기이름,12,土,FALSE,8,阜(阝),土,악기 이름,악기이름 【완】,총 12획 (부 4획),170,4,언덕부
3281,완,頑,완고할,13,火,FALSE,9,頁,火,완고하다(固陋); 탐하다(貪),완고할 【완】,총 13획 (부 4획),181,4,머리혈
3282,완,妧,아리따울,7,土,FALSE,3,女,土,여자의 자(字); 아리땁다,아리따울 【완】,총 7획 (부 4획),38,4,계집녀
3283,완,岏,산높을,7,土,FALSE,3,山,土,산 뾰족하다; 높다,산높을 【완】,총 7획 (부 4획),46,4,뫼산
3284,완,鋺,주발,16,金,FALSE,8,金,金,주발(周鉢: 놋쇠로 만든 밥그릇); 바리,주발 【완】,총 16획 (부 8획),167,8,쇠금
3285,완,抏,꺽을,8,木,TRUE,4,手(扌),木,"(기세를)꺾다; 모자라지다; 닳아 없어지다; 무지러지다, 줄어들다; 무너지다; 주무르다, 안마하다; 가지고 놀다, 희롱하다(戱弄--)",꺽을 【완】,총 8획 (부 4획),64,4,손수
